model_name,epoch,train_loss,val_loss,g_loss,d_loss
lstm,71,0.21185984276235104,0.25389881432056427,,
lstm,72,0.21050618216395378,0.25415651500225067,,
lstm,73,0.2109815888106823,0.25401997566223145,,
lstm,74,0.21135259419679642,0.25369322299957275,,
lstm,75,0.21163908019661903,0.2542659193277359,,
lstm,76,0.2122385147958994,0.2531132847070694,,
lstm,77,0.21089178696274757,0.2533024847507477,,
lstm,78,0.21172822825610638,0.25187335163354874,,
lstm,79,0.21193648502230644,0.2526642084121704,,
lstm,80,0.21196678839623928,0.25163162499666214,,
lstm,81,0.2116130143404007,0.2519947290420532,,
lstm,82,0.2119371686130762,0.251291960477829,,
lstm,83,0.21156559698283672,0.25105763226747513,,
lstm,84,0.21177307702600956,0.2511431947350502,,
lstm,85,0.21212268620729446,0.250811904668808,,
lstm,86,0.2112709116190672,0.2506420910358429,,
lstm,87,0.21303046308457851,0.24990709871053696,,
lstm,88,0.21051299944519997,0.2498820573091507,,
lstm,89,0.2108941376209259,0.2493787705898285,,
lstm,90,0.21100920997560024,0.24937599897384644,,
lstm,91,0.2112862914800644,0.24875034391880035,,
lstm,92,0.21187900565564632,0.2490348443388939,,
lstm,93,0.21135984361171722,0.24837370216846466,,
lstm,94,0.21178179420530796,0.24885013699531555,,
lstm,95,0.21102048456668854,0.24807583540678024,,
lstm,96,0.2113933265209198,0.2487839013338089,,
lstm,97,0.21103866584599018,0.2482423484325409,,
lstm,98,0.2110871523618698,0.2483944669365883,,
lstm,99,0.21143073588609695,0.2482604682445526,,
lstm,100,0.21069758385419846,0.24826407432556152,,
gan,1,,,0.46372127532958984,0.6788043454289436
gan,2,,,0.4326559975743294,0.6790472567081451
gan,3,,,0.41275618970394135,0.6857952103018761
gan,4,,,0.40107614919543266,0.6912609115242958
gan,5,,,0.3960833288729191,0.6949288994073868
gan,6,,,0.3959030956029892,0.6983629167079926
gan,7,,,0.3971932642161846,0.7000362947583199
gan,8,,,0.40016666427254677,0.699349083006382
gan,9,,,0.40463193878531456,0.7007840201258659
gan,10,,,0.4073595330119133,0.698110431432724
gan,11,,,0.4104536771774292,0.6976487189531326
gan,12,,,0.4134780876338482,0.6943658143281937
gan,13,,,0.414165236055851,0.6942982822656631
gan,14,,,0.4152378886938095,0.6907287016510963
gan,15,,,0.41509900614619255,0.6915958970785141
gan,16,,,0.41671182960271835,0.6901687383651733
gan,17,,,0.41630882769823074,0.6906769648194313
gan,18,,,0.41665542498230934,0.6888237297534943
gan,19,,,0.4168327786028385,0.6891423240303993
gan,20,,,0.4164048284292221,0.6862442344427109
gan,21,,,0.4157376065850258,0.6865773499011993
gan,22,,,0.41497548297047615,0.6864346042275429
gan,23,,,0.41573137417435646,0.6864343881607056
gan,24,,,0.41651181504130363,0.6853036358952522
gan,25,,,0.41583938151597977,0.6849707290530205
gan,26,,,0.41650233790278435,0.6830673739314079
gan,27,,,0.416094783693552,0.6826031282544136
gan,28,,,0.41728903725743294,0.6827924326062202
gan,29,,,0.41769421100616455,0.6802562922239304
gan,30,,,0.41714083030819893,0.6812634468078613
gan,31,,,0.416883859783411,0.6794188395142555
gan,32,,,0.41605986654758453,0.6782269850373268
gan,33,,,0.41742976754903793,0.6777330487966537
gan,34,,,0.4182671010494232,0.6756302714347839
gan,35,,,0.4184585250914097,0.673599511384964
gan,36,,,0.4195500612258911,0.6749254986643791
gan,37,,,0.41894207149744034,0.6733262464404106
gan,38,,,0.4200015626847744,0.6713832244277
gan,39,,,0.41882606595754623,0.6706856787204742
gan,40,,,0.41889407485723495,0.6688460856676102
gan,41,,,0.4200403168797493,0.6645288914442062
gan,42,,,0.4194484353065491,0.6632305011153221
gan,43,,,0.42124832049012184,0.6602745577692986
gan,44,,,0.42223456874489784,0.6562067791819572
gan,45,,,0.421822015196085,0.6568190008401871
gan,46,,,0.4232828877866268,0.6544247567653656
gan,47,,,0.4225659407675266,0.6518309712409973
gan,48,,,0.4243132323026657,0.6489057615399361
gan,49,,,0.42596977949142456,0.645132951438427
gan,50,,,0.42594898864626884,0.6418493613600731
gan,51,,,0.4266640804708004,0.6393383666872978
gan,52,,,0.42666905745863914,0.6347306817770004
gan,53,,,0.4291624054312706,0.632066436111927
gan,54,,,0.4278326854109764,0.6279093995690346
gan,55,,,0.43043436482548714,0.6252787187695503
gan,56,,,0.4320572279393673,0.6266622170805931
gan,57,,,0.4380492754280567,0.6196810677647591
gan,58,,,0.4399486593902111,0.6165357977151871
gan,59,,,0.44352471828460693,0.61763696372509
gan,60,,,0.44342290237545967,0.612507052719593
gan,61,,,0.4407461956143379,0.6073092073202133
gan,62,,,0.44092754274606705,0.6067593693733215
gan,63,,,0.44356410577893257,0.603264756500721
gan,64,,,0.44915708154439926,0.5951861143112183
gan,65,,,0.450510211288929,0.592006079852581
gan,66,,,0.4516826197504997,0.5997059345245361
gan,67,,,0.4526899755001068,0.591829240322113
gan,68,,,0.450813177973032,0.5940731540322304
gan,69,,,0.46496088057756424,0.5892561674118042
gan,70,,,0.47575923427939415,0.5734673514962196
gan,71,,,0.4736498184502125,0.5642153844237328
gan,72,,,0.46063296124339104,0.587805725634098
gan,73,,,0.46020161360502243,0.6146659255027771
gan,74,,,0.4625493846833706,0.5701634287834167
gan,75,,,0.46009034663438797,0.5776305496692657
gan,76,,,0.4757297933101654,0.5881324410438538
gan,77,,,0.48906438425183296,0.5592234209179878
gan,78,,,0.4910934157669544,0.548661895096302
gan,79,,,0.4916563257575035,0.5562059730291367
gan,80,,,0.48380184173583984,0.5600286647677422
gan,81,,,0.4806829132139683,0.571670725941658
gan,82,,,0.4785640388727188,0.5681242197751999
gan,83,,,0.48523714765906334,0.5336083397269249
gan,84,,,0.4815447963774204,0.527826301753521
gan,85,,,0.4633457884192467,0.568709097802639
gan,86,,,0.48398834094405174,0.6019262671470642
gan,87,,,0.5195300169289112,0.5623286291956902
gan,88,,,0.5438381209969521,0.5357587710022926
gan,89,,,0.5408559739589691,0.52310810983181
gan,90,,,0.5256478488445282,0.5120760574936867
gan,91,,,0.49715445190668106,0.5166280269622803
gan,92,,,0.47627077251672745,0.59455756098032
gan,93,,,0.4939090758562088,0.590065635740757
gan,94,,,0.5039860978722572,0.520271010696888
gan,95,,,0.508730910718441,0.49209049716591835
gan,96,,,0.48366760835051537,0.5321244411170483
gan,97,,,0.4797207899391651,0.6076474636793137
gan,98,,,0.5222774222493172,0.5851221159100533
gan,99,,,0.5621681660413742,0.5445457771420479
gan,100,,,0.5842029452323914,0.5241841822862625
